hub,plant,dist_h_p ,cost_per_unit_h_p ,train_cost_h_p ,train_cap_h_p
17507,9130,507.1237721,10.44528694,60000,20000
17507,9131,515.1471504,10.57389367,60000,20000
17507,9132,797.1888102,15.09473944,60000,20000
17507,9133,789.1624844,14.96608546,60000,20000
17507,9134,547.3475502,11.09003388,60000,20000
17507,9135,556.0042159,11.22879158,60000,20000
17507,9136,539.494129,10.96415139,60000,20000
17507,9137,547.3475502,11.09003388,60000,20000
17507,9140,570.0348281,11.45368826,60000,20000
17507,9141,545.7918536,11.06509762,60000,20000
17507,9142,821.5047805,15.48450013,60000,20000
17507,9143,664.5922783,12.96934963,60000,20000
17507,9144,649.8773001,12.73348324,60000,20000
17507,9145,658.5343038,12.87224636,60000,20000
17507,9146,441.4170083,9.392073225,60000,20000
17507,9147,715.5955609,13.78688125,60000,20000
17507,9148,602.1374807,11.96826168,60000,20000
17507,9149,414.0739873,8.953791942,60000,20000
17507,9150,413.2488478,8.940565781,60000,20000
17507,9151,755.786501,14.43110182,60000,20000
17507,9152,745.0928671,14.25969357,60000,20000
17507,9153,318.1029919,7.415472857,60000,20000
17507,9154,737.1458348,14.13231059,60000,20000
17507,9155,616.6270718,12.20051533,60000,20000
17507,9156,757.5239103,14.45895076,60000,20000
17507,9158,745.4189425,14.26492023,60000,20000
17507,9159,527.1054498,10.76557325,60000,20000
17507,9160,570.4557703,11.46043554,60000,20000
17507,9161,563.939909,11.3559928,60000,20000
17507,9162,570.4557703,11.46043554,60000,20000
17507,9163,534.890873,10.8903658,60000,20000
17507,9164,563.939909,11.3559928,60000,20000
17507,9165,536.4479577,10.91532431,60000,20000
17507,9166,570.4557703,11.46043554,60000,20000
17507,9167,528.5977798,10.78949381,60000,20000
17507,9168,559.7106614,11.28820219,60000,20000
17507,9169,756.5925927,14.44402267,60000,20000
17507,9171,755.3165963,14.42356972,60000,20000
17507,9172,757.0983092,14.4521288,60000,20000
17507,9173,756.5925927,14.44402267,60000,20000
17507,9174,734.0402917,14.08253184,60000,20000
17507,9175,756.5925927,14.44402267,60000,20000
17507,9176,746.602062,14.28388445,60000,20000
17507,9177,746.8302787,14.28754254,60000,20000
17507,9178,441.4176638,9.392083733,60000,20000
17507,9180,556.4820438,11.23645068,60000,20000
17507,9182,571.6521126,11.47961171,60000,20000
17507,9183,662.4641299,12.93523754,60000,20000
17507,9184,243.700193,6.222870393,60000,20000
17507,9185,887.8703737,16.54827422,60000,20000
17507,9186,910.1185487,16.90489022,60000,20000
17507,9187,945.2236753,17.46759029,60000,20000
17507,9188,883.759502,16.48238106,60000,20000
17507,9189,601.3517457,11.95566713,60000,20000
17507,9190,602.9145097,11.98071668,60000,20000
17507,9192,602.6723767,11.97683553,60000,20000
17507,9193,609.9754451,12.09389641,60000,20000
17507,9194,612.3414933,12.1318218,60000,20000
17507,9195,601.3517457,11.95566713,60000,20000
17507,9197,612.3414933,12.1318218,60000,20000
17507,9198,601.3517457,11.95566713,60000,20000
17507,9199,612.0167381,12.12661629,60000,20000
17507,9200,634.7120344,12.4903992,60000,20000
17507,9202,636.6290146,12.52112647,60000,20000
17507,9203,523.5500304,10.70858344,60000,20000
17507,9204,789.2999832,14.96828943,60000,20000
17507,10066,531.1348543,10.83016058,60000,20000
17507,10059,1491.232405,26.21956422,60000,20000
17507,10056,1397.861661,24.72292457,60000,20000
17507,10057,1413.729179,24.977265,60000,20000
17507,10058,1350.743242,23.96766343,60000,20000
17507,10060,1479.717261,26.03498798,60000,20000
17507,10061,1331.404939,23.65768976,60000,20000
17507,10062,1489.52989,26.19227461,60000,20000
17507,10063,1381.863253,24.46648608,60000,20000
17507,10065,1876.311296,32.39199377,60000,20000
17507,10067,1510.294311,26.52510751,60000,20000
17592,541,497.0562611,10.28391481,60000,20000
17592,542,735.8759776,14.11195604,60000,20000
17592,543,343.6852155,7.825530319,60000,20000
17592,544,649.7320829,12.73115556,60000,20000
17592,545,735.8759776,14.11195604,60000,20000
17592,546,645.8871657,12.66952538,60000,20000
17592,9039,570.6872464,11.46414587,60000,20000
17592,9040,644.5424397,12.64797077,60000,20000
17592,9041,608.3841466,12.06838949,60000,20000
17592,9043,571.2009362,11.47237981,60000,20000
17592,9044,652.2743142,12.77190498,60000,20000
17592,9045,536.8146253,10.92120163,60000,20000
17592,9046,190.9617093,5.377525238,60000,20000
17592,9047,84,3.663013472,60000,20000
17592,9048,579.8714765,11.6113599,60000,20000
17592,9049,560.3165411,11.29791384,60000,20000
17592,9050,546.7577922,11.08058065,60000,20000
17592,9051,582.4622698,11.65288772,60000,20000
17592,9053,692.4010664,13.41509669,60000,20000
17592,9054,697.3965293,13.49516897,60000,20000
17592,9055,709.7548958,13.69326122,60000,20000
17592,9056,690.038331,13.37722441,60000,20000
17592,9057,710.3763576,13.70322264,60000,20000
17592,9059,697.8675189,13.50271846,60000,20000
17592,9060,325.6569975,7.536556012,60000,20000
17592,9061,525.9158105,10.74650453,60000,20000
17592,9062,529.4363272,10.80293489,60000,20000
17592,9063,312.5132042,7.32587415,60000,20000
17592,9064,410.8070989,8.901426988,60000,20000
17592,9065,424.8147603,9.125955793,60000,20000
17592,9066,410.8070989,8.901426988,60000,20000
17592,9067,525.9158105,10.74650453,60000,20000
17592,9069,141.6099245,4.586465479,60000,20000
17592,9070,159.2840465,4.869763981,60000,20000
17592,9071,126.3685589,4.34216163,60000,20000
17592,9072,174.1220408,5.107602192,60000,20000
17592,9074,146.2795355,4.661314674,60000,20000
17592,9075,151.9059809,4.751500968,60000,20000
17592,9076,126.3685589,4.34216163,60000,20000
17592,9077,152.0369526,4.753600314,60000,20000
17592,9078,151.9059809,4.751500968,60000,20000
17592,9079,150.948721,4.736157049,60000,20000
17592,9080,174.1220408,5.107602192,60000,20000
17592,9081,537.2920004,10.92885347,60000,20000
17592,9083,529.4385792,10.80297099,60000,20000
17592,9084,246.5348438,6.268307012,60000,20000
17592,9085,635.0061107,12.49511295,60000,20000
17592,9086,570.6872464,11.46414587,60000,20000
17592,9087,650.2035261,12.73871232,60000,20000
17592,9088,240.8934558,6.177881203,60000,20000
17592,9089,97.53626484,3.880008789,60000,20000
17592,9090,211.6577875,5.709262677,60000,20000
17592,9091,240.444442,6.170683961,60000,20000
17592,9092,211.6577875,5.709262677,60000,20000
17592,9093,657.0206197,12.84798351,60000,20000
17592,9094,670.077338,13.05726965,60000,20000
17592,9095,658.802053,12.87653811,60000,20000
17592,9096,664.903769,12.97434251,60000,20000
17592,9097,536.8146253,10.92120163,60000,20000
17592,9098,531.0167301,10.82826717,60000,20000
17592,9099,197.4594158,5.481676977,60000,20000
17592,9100,514.6196842,10.56543892,60000,20000
17592,9101,173.8623475,5.103439568,60000,20000
17592,9102,320.1873035,7.448882287,60000,20000
17592,9103,174.1220408,5.107602192,60000,20000
17592,9104,187.6969452,5.325194335,60000,20000
17592,9105,276.7814464,6.753129804,60000,20000
17592,9106,206.1644951,5.621210693,60000,20000
17592,9107,227.3106206,5.960161938,60000,20000
17592,9108,535.0274622,10.89255519,60000,20000
17592,9109,502.6490041,10.37356089,60000,20000
17592,9110,505.5697533,10.42037758,60000,20000
17592,9111,508.1315877,10.46144122,60000,20000
17592,9113,494.9769392,10.25058536,60000,20000
17592,9114,502.16795,10.36585007,60000,20000
17592,9115,520.036193,10.65226014,60000,20000
17592,9116,510.0134496,10.49160558,60000,20000
17592,9117,496.1053454,10.26867258,60000,20000
17592,9118,505.5697533,10.42037758,60000,20000
17592,9119,520.036193,10.65226014,60000,20000
17592,9120,566.9414169,11.40410397,60000,20000
17592,9121,535.0274622,10.89255519,60000,20000
17592,9122,489.5923119,10.16427517,60000,20000
17592,9123,496.1721159,10.26974285,60000,20000
17592,9124,496.9809553,10.28270773,60000,20000
17592,9125,494.9769392,10.25058536,60000,20000
17592,9126,508.1315877,10.46144122,60000,20000
17592,9127,511.0699338,10.50853997,60000,20000
17592,9128,500.4125053,10.33771205,60000,20000
17592,9129,190.9617093,5.377525238,60000,20000
17592,9130,168.3545762,5.015155502,60000,20000
17592,9131,291.5249423,6.9894533,60000,20000
17592,9132,662.2500119,12.93180544,60000,20000
17592,9133,454.7466572,9.605734168,60000,20000
17592,9134,537.2920004,10.92885347,60000,20000
17592,9135,545.948666,11.06761117,60000,20000
17592,9136,529.4385792,10.80297099,60000,20000
17592,9137,537.2920004,10.92885347,60000,20000
17592,9140,545.7494321,11.06441765,60000,20000
17592,9141,204.8713339,5.60048261,60000,20000
17592,9142,411.4282611,8.911383597,60000,20000
17592,9143,330.176451,7.608998333,60000,20000
17592,9144,317.1124211,7.399594998,60000,20000
17592,9145,306.3874603,7.227684601,60000,20000
17592,9146,142.7135214,4.604155035,60000,20000
17592,9147,381.1797336,8.426529951,60000,20000
17592,9148,234.1970226,6.070544076,60000,20000
17592,9149,114.2600708,4.148074675,60000,20000
17592,9150,113.4350986,4.134851195,60000,20000
17592,9151,545.0857354,11.05377925,60000,20000
17592,9152,555.7793693,11.22518751,60000,20000
17592,9153,374.0375774,8.312048329,60000,20000
17592,9154,712.8604389,13.74303997,60000,20000
17592,9155,693.0910618,13.42615663,60000,20000
17592,9156,733.2385144,14.06968015,60000,20000
17592,9158,721.1335466,13.87564962,60000,20000
17592,9159,517.0498999,10.60439285,60000,20000
17592,9160,560.4002204,11.29925513,60000,20000
17592,9161,553.8843591,11.19481239,60000,20000
17592,9162,560.4002204,11.29925513,60000,20000
17592,9163,524.8353232,10.7291854,60000,20000
17592,9164,553.8843591,11.19481239,60000,20000
17592,9165,526.3924078,10.7541439,60000,20000
17592,9166,560.4002204,11.29925513,60000,20000
17592,9167,518.5422299,10.6283134,60000,20000
17592,9168,572.7629365,11.49741711,60000,20000
17592,9169,732.3071967,14.05475206,60000,20000
17592,9171,731.0312004,14.03429911,60000,20000
17592,9172,732.8129133,14.06285819,60000,20000
17592,9173,732.3071967,14.05475206,60000,20000
17592,9174,709.7548958,13.69326122,60000,20000
17592,9175,732.3071967,14.05475206,60000,20000
17592,9176,722.3166661,13.89461384,60000,20000
17592,9177,722.5448828,13.89827193,60000,20000
17592,9178,561.9844727,11.32464911,60000,20000
17592,9180,188.5415858,5.338733079,60000,20000
17592,9182,561.5965628,11.3184313,60000,20000
17592,9183,309.5811672,7.278876529,60000,20000
17592,9184,364.2670018,8.155435772,60000,20000
17592,9185,532.6460209,10.85438307,60000,20000
17592,9186,500.0420293,10.33177369,60000,20000
17592,9187,535.1471559,10.89447376,60000,20000
17592,9188,533.7630298,10.87228761,60000,20000
17592,9189,591.4235664,11.79652835,60000,20000
17592,9190,592.0116959,11.80595547,60000,20000
17592,9192,592.6168268,11.81565512,60000,20000
17592,9193,603.2739236,11.98647772,60000,20000
17592,9194,601.4386795,11.95706059,60000,20000
17592,9195,591.4235664,11.79652835,60000,20000
17592,9197,601.4386795,11.95706059,60000,20000
17592,9198,591.4235664,11.79652835,60000,20000
17592,9199,202.8983344,5.568857402,60000,20000
17592,9200,224.635515,5.91728267,60000,20000
17592,9202,224.4807852,5.914802505,60000,20000
17592,9203,272.0585967,6.677427246,60000,20000
17592,9204,388.5377469,8.544471545,60000,20000
17592,10066,759.3721905,14.48857684,60000,20000
17592,10059,1237.828969,22.15776055,60000,20000
17592,10056,1144.458226,20.6611209,60000,20000
17592,10057,1160.325743,20.91546133,60000,20000
17592,10058,1097.339806,19.90585976,60000,20000
17592,10060,1226.313825,21.9731843,60000,20000
17592,10061,1151.481232,20.77369267,60000,20000
17592,10062,1236.126454,22.13047093,60000,20000
17592,10063,1128.459817,20.40468241,60000,20000
17592,10065,1622.90786,28.3301901,60000,20000
17592,10067,1256.890875,22.46330383,60000,20000
17620,541,850.5726489,15.95042899,60000,20000
17620,542,1089.392365,19.77847022,60000,20000
17620,543,558.2961512,11.26552901,60000,20000
17620,544,1003.248471,18.39766974,60000,20000
17620,545,1089.392365,19.77847022,60000,20000
17620,546,1108.666141,20.08740958,60000,20000
17620,9039,1087.2984,19.74490606,60000,20000
17620,9040,1109.002086,20.09279443,60000,20000
17620,9041,1124.995301,20.34914967,60000,20000
17620,9043,1087.81209,19.75313999,60000,20000
17620,9044,1168.885468,21.05266517,60000,20000
17620,9045,1053.425779,19.20196182,60000,20000
17620,9046,363.2614043,8.13931705,60000,20000
17620,9047,432.6125595,9.250946716,60000,20000
17620,9048,1096.48263,19.89212008,60000,20000
17620,9049,1076.927695,19.57867403,60000,20000
17620,9050,1063.368946,19.36134084,60000,20000
17620,9051,1099.073424,19.93364791,60000,20000
17620,9053,1209.01222,21.69585688,60000,20000
17620,9054,1214.007683,21.77592916,60000,20000
17620,9055,1226.36605,21.97402141,60000,20000
17620,9056,1206.649485,21.6579846,60000,20000
17620,9057,1226.987512,21.98398282,60000,20000
17620,9059,1214.478673,21.78347865,60000,20000
17620,9060,800.0554391,15.14068863,60000,20000
17620,9061,1042.526965,19.02726472,60000,20000
17620,9062,1046.047481,19.08369508,60000,20000
17620,9063,797.1423212,15.09399427,60000,20000
17620,9064,927.4182529,17.18218718,60000,20000
17620,9065,941.4259143,17.40671598,60000,20000
17620,9066,927.4182529,17.18218718,60000,20000
17620,9067,1042.526965,19.02726472,60000,20000
17620,9069,411.9616838,8.919933829,60000,20000
17620,9070,446.8347009,9.478913421,60000,20000
17620,9071,426.2483166,9.148934266,60000,20000
17620,9072,378.4948346,8.383493704,60000,20000
17620,9074,407.9435781,8.855527614,60000,20000
17620,9075,434.6139526,9.283027045,60000,20000
17620,9076,426.2483166,9.148934266,60000,20000
17620,9077,400.5799228,8.737495582,60000,20000
17620,9078,434.6139526,9.283027045,60000,20000
17620,9079,403.2743926,8.780685239,60000,20000
17620,9080,378.4948346,8.383493704,60000,20000
17620,9081,1053.903154,19.20961366,60000,20000
17620,9083,1046.049733,19.08373117,60000,20000
17620,9084,399.2017277,8.715404493,60000,20000
17620,9085,1065.905945,19.40200639,60000,20000
17620,9086,1087.2984,19.74490606,60000,20000
17620,9087,1166.81468,21.01947251,60000,20000
17620,9088,495.1354995,10.25312692,60000,20000
17620,9089,455.0806106,9.611087107,60000,20000
17620,9090,349.5710776,7.919874803,60000,20000
17620,9091,300.1510723,7.127721537,60000,20000
17620,9092,349.5710776,7.919874803,60000,20000
17620,9093,1173.631774,21.1287437,60000,20000
17620,9094,1186.688492,21.33802984,60000,20000
17620,9095,1175.413207,21.15729829,60000,20000
17620,9096,1181.514923,21.2551027,60000,20000
17620,9097,1053.425779,19.20196182,60000,20000
17620,9098,1047.627884,19.10902736,60000,20000
17620,9099,405.316158,8.813412697,60000,20000
17620,9100,1031.230838,18.84619911,60000,20000
17620,9101,448.0572256,9.498509268,60000,20000
17620,9102,475.5198024,9.938706913,60000,20000
17620,9103,378.4948346,8.383493704,60000,20000
17620,9104,364.9199302,8.165901561,60000,20000
17620,9105,535.7086954,10.90347468,60000,20000
17620,9106,322.3946954,7.484264573,60000,20000
17620,9107,470.6412642,9.860508823,60000,20000
17620,9108,1051.638616,19.17331538,60000,20000
17620,9109,1019.260158,18.65432107,60000,20000
17620,9110,1022.180907,18.70113776,60000,20000
17620,9111,1024.742742,18.74220141,60000,20000
17620,9113,1011.588093,18.53134555,60000,20000
17620,9114,1018.779104,18.64661026,60000,20000
17620,9115,1036.647347,18.93302033,60000,20000
17620,9116,1026.624604,18.77236577,60000,20000
17620,9117,1012.716499,18.54943277,60000,20000
17620,9118,1022.180907,18.70113776,60000,20000
17620,9119,1036.647347,18.93302033,60000,20000
17620,9120,1083.552571,19.68486416,60000,20000
17620,9121,1051.638616,19.17331538,60000,20000
17620,9122,1006.203466,18.44503535,60000,20000
17620,9123,1012.78327,18.55050303,60000,20000
17620,9124,1013.592109,18.56346792,60000,20000
17620,9125,1011.588093,18.53134555,60000,20000
17620,9126,1024.742742,18.74220141,60000,20000
17620,9127,1027.681088,18.78930016,60000,20000
17620,9128,1017.023659,18.61847223,60000,20000
17620,9129,363.2614043,8.13931705,60000,20000
17620,9130,385.8685374,8.501686786,60000,20000
17620,9131,808.1360963,15.27021349,60000,20000
17620,9132,1093.149846,19.83869888,60000,20000
17620,9133,885.6464912,16.51262761,60000,20000
17620,9134,1053.903154,19.20961366,60000,20000
17620,9135,1062.55982,19.34837136,60000,20000
17620,9136,1046.049733,19.08373117,60000,20000
17620,9137,1053.903154,19.20961366,60000,20000
17620,9140,1062.360586,19.34517784,60000,20000
17620,9141,408.618618,8.866347828,60000,20000
17620,9142,800.7646877,15.15205718,60000,20000
17620,9143,761.0762851,14.51589177,60000,20000
17620,9144,748.0122552,14.30648844,60000,20000
17620,9145,737.2872943,14.13457804,60000,20000
17620,9146,373.8976326,8.309805153,60000,20000
17620,9147,812.0795677,15.33342339,60000,20000
17620,9148,464.9242864,9.768871387,60000,20000
17620,9149,402.3510832,8.765885513,60000,20000
17620,9150,404.1336411,8.794458133,60000,20000
17620,9151,975.9855695,17.96067269,60000,20000
17620,9152,986.6792034,18.13208095,60000,20000
17620,9153,858.6666945,16.08016845,60000,20000
17620,9154,1229.471593,22.02380016,60000,20000
17620,9155,1209.702216,21.70691682,60000,20000
17620,9156,1249.849668,22.35044033,60000,20000
17620,9158,1237.744701,22.15640981,60000,20000
17620,9159,1033.661054,18.88515303,60000,20000
17620,9160,1077.011374,19.58001532,60000,20000
17620,9161,1070.495513,19.47557258,60000,20000
17620,9162,1077.011374,19.58001532,60000,20000
17620,9163,1041.446477,19.00994558,60000,20000
17620,9164,1070.495513,19.47557258,60000,20000
17620,9165,1043.003562,19.03490409,60000,20000
17620,9166,1077.011374,19.58001532,60000,20000
17620,9167,1035.153384,18.90907359,60000,20000
17620,9168,1089.374091,19.7781773,60000,20000
17620,9169,1248.918351,22.33551224,60000,20000
17620,9171,1247.642354,22.3150593,60000,20000
17620,9172,1249.424067,22.34361837,60000,20000
17620,9173,1248.918351,22.33551224,60000,20000
17620,9174,1226.36605,21.97402141,60000,20000
17620,9175,1248.918351,22.33551224,60000,20000
17620,9176,1238.92782,22.17537403,60000,20000
17620,9177,1239.156037,22.17903211,60000,20000
17620,9178,1036.382914,18.92878173,60000,20000
17620,9180,456.7792612,9.638314778,60000,20000
17620,9182,1078.207717,19.59919149,60000,20000
17620,9183,525.2908943,10.73648774,60000,20000
17620,9184,838.6654435,15.75956839,60000,20000
17620,9185,883.3581982,16.47594856,60000,20000
17620,9186,850.7542065,15.95333918,60000,20000
17620,9187,885.8593332,16.51603925,60000,20000
17620,9188,884.4752071,16.49385309,60000,20000
17620,9189,1108.03472,20.07728853,60000,20000
17620,9190,1108.62285,20.08671566,60000,20000
17620,9192,1109.227981,20.0964153,60000,20000
17620,9193,1119.885078,20.26723791,60000,20000
17620,9194,1118.049834,20.23782078,60000,20000
17620,9195,1108.03472,20.07728853,60000,20000
17620,9197,1118.049834,20.23782078,60000,20000
17620,9198,1108.03472,20.07728853,60000,20000
17620,9199,719.5094884,13.84961759,60000,20000
17620,9200,709.0820291,13.68247585,60000,20000
17620,9202,741.0919392,14.19556269,60000,20000
17620,9203,409.9718867,8.888039372,60000,20000
17620,9204,680.2867743,13.22091671,60000,20000
17620,10066,1223.831837,21.93340051,60000,20000
17620,10059,745.4943555,14.26612902,60000,20000
17620,10056,652.1236116,12.76948937,60000,20000
17620,10057,667.9911287,13.0238298,60000,20000
17620,10058,605.0051925,12.01422823,60000,20000
17620,10060,733.9792112,14.08155278,60000,20000
17620,10061,659.1466183,12.88206114,60000,20000
17620,10062,743.7918402,14.23883941,60000,20000
17620,10063,636.1252031,12.51305088,60000,20000
17620,10065,1130.573247,20.43855857,60000,20000
17620,10067,764.5562609,14.57167231,60000,20000
17679,541,468.4543293,9.825454445,60000,20000
17679,542,493.1550344,10.22138205,60000,20000
17679,543,1035.922608,18.92140348,60000,20000
17679,544,441.6455074,9.395735839,60000,20000
17679,545,493.1550344,10.22138205,60000,20000
17679,546,336.2278369,7.705995997,60000,20000
17679,9039,413.1981875,8.939753747,60000,20000
17679,9040,339.1683564,7.753129585,60000,20000
17679,9041,357.4103895,8.045531133,60000,20000
17679,9043,354.4806537,7.998570399,60000,20000
17679,9044,319.1746525,7.432650505,60000,20000
17679,9045,312.965746,7.333127943,60000,20000
17679,9046,871.1990874,16.28105017,60000,20000
17679,9047,776.2359867,14.75888663,60000,20000
17679,9048,432.4219054,9.247890722,60000,20000
17679,9049,412.8669701,8.934444664,60000,20000
17679,9050,392.8347873,8.613348805,60000,20000
17679,9051,435.0126988,9.289418549,60000,20000
17679,9053,582.2329623,11.64921215,60000,20000
17679,9054,583.3455219,11.66704537,60000,20000
17679,9055,599.5867918,11.92737668,60000,20000
17679,9056,579.870227,11.61133987,60000,20000
17679,9057,594.1921635,11.84090619,60000,20000
17679,9059,587.6994149,11.73683392,60000,20000
17679,9060,367.5486837,8.208037852,60000,20000
17679,9061,391.7469159,8.595911314,60000,20000
17679,9062,381.9867562,8.439465715,60000,20000
17679,9063,467.4625217,9.809556761,60000,20000
17679,9064,456.7189538,9.637348111,60000,20000
17679,9065,469.7570442,9.846335662,60000,20000
17679,9066,456.7189538,9.637348111,60000,20000
17679,9067,391.7469159,8.595911314,60000,20000
17679,9069,833.8473166,15.68233864,60000,20000
17679,9070,847.8480921,15.90675707,60000,20000
17679,9071,818.605951,15.43803479,60000,20000
17679,9072,866.359433,16.20347535,60000,20000
17679,9074,838.5169276,15.75718783,60000,20000
17679,9075,844.1433731,15.84737413,60000,20000
17679,9076,818.605951,15.43803479,60000,20000
17679,9077,844.2743448,15.84947347,60000,20000
17679,9078,844.1433731,15.84737413,60000,20000
17679,9079,843.1861131,15.83203021,60000,20000
17679,9080,866.359433,16.20347535,60000,20000
17679,9081,383.3689954,8.461621627,60000,20000
17679,9083,380.3698279,8.413547971,60000,20000
17679,9084,924.0125067,17.12759647,60000,20000
17679,9085,641.177359,12.59403189,60000,20000
17679,9086,413.1981875,8.939753747,60000,20000
17679,9087,642.3046488,12.61210122,60000,20000
17679,9088,933.130848,17.27375436,60000,20000
17679,9089,789.773657,14.97588195,60000,20000
17679,9090,849.8316697,15.93855183,60000,20000
17679,9091,880.5303263,16.4306206,60000,20000
17679,9092,849.8316697,15.93855183,60000,20000
17679,9093,323.9209579,7.508729034,60000,20000
17679,9094,336.9776763,7.718015173,60000,20000
17679,9095,325.7023912,7.537283629,60000,20000
17679,9096,331.8041072,7.635088034,60000,20000
17679,9097,312.965746,7.333127943,60000,20000
17679,9098,373.5276712,8.303875042,60000,20000
17679,9099,889.696808,16.57755014,60000,20000
17679,9100,365.5509329,8.176015904,60000,20000
17679,9101,866.0997397,16.19931273,60000,20000
17679,9102,905.9102025,16.83743464,60000,20000
17679,9103,866.359433,16.20347535,60000,20000
17679,9104,865.7282254,16.19335773,60000,20000
17679,9105,969.0188385,17.84900296,60000,20000
17679,9106,846.2503794,15.88114733,60000,20000
17679,9107,686.0557742,13.313388,60000,20000
17679,9108,286.3703707,6.906830672,60000,20000
17679,9109,324.0082414,7.510128101,60000,20000
17679,9110,371.4008586,8.269784363,60000,20000
17679,9111,329.490825,7.598008434,60000,20000
17679,9113,352.8987314,7.973213765,60000,20000
17679,9114,354.0674478,7.991947121,60000,20000
17679,9115,372.586622,8.288790964,60000,20000
17679,9116,357.7063598,8.050275241,60000,20000
17679,9117,354.6801982,8.001768897,60000,20000
17679,9118,371.4008586,8.269784363,60000,20000
17679,9119,372.586622,8.288790964,60000,20000
17679,9120,413.018412,8.936872126,60000,20000
17679,9121,286.3703707,6.906830672,60000,20000
17679,9122,357.6720194,8.049724798,60000,20000
17679,9123,362.975326,8.1347315,60000,20000
17679,9124,371.8837954,8.277525356,60000,20000
17679,9125,352.8987314,7.973213765,60000,20000
17679,9126,329.490825,7.598008434,60000,20000
17679,9127,387.895766,8.534181232,60000,20000
17679,9128,546.3243602,11.07363317,60000,20000
17679,9129,871.1990874,16.28105017,60000,20000
17679,9130,860.5919684,16.11102866,60000,20000
17679,9131,751.199702,14.35758002,60000,20000
17679,9132,765.0045369,14.57885772,60000,20000
17679,9133,1025.215036,18.74977181,60000,20000
17679,9134,383.3689954,8.461621627,60000,20000
17679,9135,392.0256611,8.600379321,60000,20000
17679,9136,380.3698279,8.413547971,60000,20000
17679,9137,383.3689954,8.461621627,60000,20000
17679,9140,545.3460613,11.05795202,60000,20000
17679,9141,897.108726,16.69635577,60000,20000
17679,9142,1057.557332,19.26818647,60000,20000
17679,9143,900.6448298,16.75303598,60000,20000
17679,9144,885.9298516,16.51716959,60000,20000
17679,9145,894.5868553,16.6559327,60000,20000
17679,9146,828.0994567,15.59020619,60000,20000
17679,9147,951.6481124,17.57056759,60000,20000
17679,9148,926.4344148,17.16641723,60000,20000
17679,9149,800.7564357,15.15192491,60000,20000
17679,9150,799.9312962,15.13869875,60000,20000
17679,9151,731.0977343,14.03536558,60000,20000
17679,9152,720.4041003,13.86395732,60000,20000
17679,9153,484.8032967,10.08751204,60000,20000
17679,9154,602.6923349,11.97715544,60000,20000
17679,9155,238.203054,6.134756753,60000,20000
17679,9156,637.941535,12.54216486,60000,20000
17679,9158,612.5878761,12.13577107,60000,20000
17679,9159,363.126895,8.137161,60000,20000
17679,9160,406.4772155,8.832023287,60000,20000
17679,9161,399.9613541,8.727580546,60000,20000
17679,9162,406.4772155,8.832023287,60000,20000
17679,9163,370.9123182,8.261953549,60000,20000
17679,9164,399.9613541,8.727580546,60000,20000
17679,9165,372.4694029,8.286912059,60000,20000
17679,9166,406.4772155,8.832023287,60000,20000
17679,9167,369.4734786,8.238890389,60000,20000
17679,9168,356.042654,8.023607701,60000,20000
17679,9169,618.2577376,12.22665328,60000,20000
17679,9171,620.8630964,12.26841457,60000,20000
17679,9172,622.6448093,12.29697365,60000,20000
17679,9173,618.2577376,12.22665328,60000,20000
17679,9174,599.5867918,11.92737668,60000,20000
17679,9175,618.2577376,12.22665328,60000,20000
17679,9176,612.1485621,12.1287293,60000,20000
17679,9177,612.3767788,12.13238739,60000,20000
17679,9178,247.9699666,6.291310594,60000,20000
17679,9180,880.778978,16.43460624,60000,20000
17679,9182,407.6735578,8.851199458,60000,20000
17679,9183,1001.818559,18.37474969,60000,20000
17679,9184,410.4004978,8.894909579,60000,20000
17679,9185,1123.922925,20.33196057,60000,20000
17679,9186,1146.1711,20.68857656,60000,20000
17679,9187,1181.276227,21.25127664,60000,20000
17679,9188,1119.812053,20.26606741,60000,20000
17679,9189,396.0694306,8.665196903,60000,20000
17679,9190,397.6321945,8.690246446,60000,20000
17679,9192,409.1285478,8.874521493,60000,20000
17679,9193,404.69313,8.80342618,60000,20000
17679,9194,407.0591782,8.841351567,60000,20000
17679,9195,396.0694306,8.665196903,60000,20000
17679,9197,407.0591782,8.841351567,60000,20000
17679,9198,396.0694306,8.665196903,60000,20000
17679,9199,848.0692896,15.91030264,60000,20000
17679,9200,870.7645859,16.27408555,60000,20000
17679,9202,872.6815661,16.30481282,60000,20000
17679,9203,910.2324788,16.9067164,60000,20000
17679,9204,1034.666818,18.90127442,60000,20000
17679,10066,67.13479834,3.392703683,60000,20000
17679,10059,1877.914854,32.41769719,60000,20000
17679,10056,1784.54411,30.92105754,60000,20000
17679,10057,1800.411627,31.17539797,60000,20000
17679,10058,1737.425691,30.1657964,60000,20000
17679,10060,1866.399709,32.23312094,60000,20000
17679,10061,1718.087387,29.85582273,60000,20000
17679,10062,1876.212338,32.39040757,60000,20000
17679,10063,1768.545701,30.66461905,60000,20000
17679,10065,2262.993745,38.59012673,60000,20000
17679,10067,1896.976759,32.72324047,60000,20000
17717,541,343.3669259,7.820428455,60000,20000
17717,542,582.1866424,11.64846969,60000,20000
17717,543,547.9811726,11.10019022,60000,20000
17717,544,496.0427477,10.2676692,60000,20000
17717,545,582.1866424,11.64846969,60000,20000
17717,546,498.7143267,10.31049194,60000,20000
