supplier,plant,dist_s_p,cost_per_unit_s_p,truck_cost_s_p,truck_cap_s_p
48123,9177,558.9026051,38.3636176,10000,500
48123,9178,216.44320713000002,38.3636176,10000,500
48123,9180,609.9975858,72.2303008,10000,500
48123,9182,354.1993841,38.3636176,10000,500
48123,9183,599.93199927,98.3677632,10000,500
48123,9184,337.180316,20.18645216,10000,500
48123,9185,911.4602881999999,65.38176288,10000,500
48123,9186,921.4980293000001,72.2303008,10000,500
48123,9187,956.6031559,72.2303008,10000,500
48123,9188,907.3494165,65.38176288,10000,500
48123,9189,338.64328209999996,43.55796256,10000,500
48123,9190,340.206046,43.55796256,10000,500
48123,9192,351.7023993,43.55796256,10000,500
48123,9193,347.26698139999996,43.55796256,10000,500
48123,9194,349.6330296,43.55796256,10000,500
48123,9195,338.64328209999996,43.55796256,10000,500
48123,9197,349.6330296,43.55796256,10000,500
48123,9198,338.64328209999996,43.55796256,10000,500
48123,9199,624.3543344,72.2303008,10000,500
48123,9200,646.0915150000001,72.2303008,10000,500
48123,9202,645.9367852,72.2303008,10000,500
48123,9203,612.95828177,92.83266048,10000,500
48123,9204,809.9937469,72.2303008,10000,500
48123,10056,1251.774502,121.937751,10000,500
48123,10057,1267.6420191,121.937751,10000,500
48123,10058,1204.6560829,121.937751,10000,500
48123,10059,1345.1452459,121.937751,10000,500
48123,10060,1333.6301016,121.937751,10000,500
48123,10061,1258.7975087,121.937751,10000,500
48123,10062,1343.4427306,121.937751,10000,500
48123,10063,1235.7760936,121.937751,10000,500
48123,10065,1730.2241370000002,121.937751,10000,500
48123,10066,121.09909834000001,14.60760224,10000,500
48123,10067,1364.2071513,121.937751,10000,500
48125,541,631.4881589400001,92.53183968,10000,500
48125,542,870.3078754000001,92.53183968,10000,500
48125,543,465.99417900000003,75.54384544,10000,500
48125,544,784.1639807,92.53183968,10000,500
48125,545,870.3078754000001,92.53183968,10000,500
48125,546,889.5816512,92.53183968,10000,500
48125,9039,975.4100138,134.9031824,10000,500
48125,9040,832.9579293,118.7109952,10000,500
48125,9041,967.3288325,134.9031824,10000,500
48125,9043,930.1456221,134.9031824,10000,500
48125,9044,942.67176941,149.7680733,10000,500
48125,9045,876.7937358199999,134.9031824,10000,500
48125,9046,572.9238499999999,51.05731456,10000,500
48125,9047,633.0936175,77.7175952,10000,500
48125,9048,994.6337317,134.9031824,10000,500
48125,9049,975.0787964,134.9031824,10000,500
48125,9050,955.0466136,134.9031824,10000,500
48125,9051,997.2245250999999,134.9031824,10000,500
48125,9053,1144.4447886,134.9031824,10000,500
48125,9054,1145.5573482,134.9031824,10000,500
48125,9055,1161.7986180999999,134.9031824,10000,500
48125,9056,1142.0820533,134.9031824,10000,500
48125,9057,1156.4039898,134.9031824,10000,500
48125,9059,1149.9112412,134.9031824,10000,500
48125,9060,687.3632320899999,101.2057491,10000,500
48125,9061,953.9587422,134.9031824,10000,500
48125,9062,944.1985824999999,134.9031824,10000,500
48125,9063,760.0902739999999,101.2057491,10000,500
48125,9064,922.5756369999999,101.2057491,10000,500
48125,9065,936.5832983999999,101.2057491,10000,500
48125,9066,922.5756369999999,101.2057491,10000,500
48125,9067,953.9587422,134.9031824,10000,500
48125,9069,576.523453,67.2393568,10000,500
48125,9070,651.4802254,67.15506112,10000,500
48125,9071,591.7648186,67.2393568,10000,500
48125,9072,588.1572802999999,51.05731456,10000,500
48125,9074,571.8538421,67.2393568,10000,500
48125,9075,599.1757218,67.2393568,10000,500
48125,9076,591.7648186,67.2393568,10000,500
48125,9077,578.1600573999999,67.2393568,10000,500
48125,9078,599.1757218,67.2393568,10000,500
48125,9079,567.1846565,67.2393568,10000,500
48125,9080,588.1572802999999,51.05731456,10000,500
48125,9081,945.5808217,134.9031824,10000,500
48125,9083,942.5816542,134.9031824,10000,500
48125,9084,484.48518960999996,67.2393568,10000,500
48125,9085,1097.0925345,89.09530112,10000,500
48125,9086,975.4100138,134.9031824,10000,500
48125,9087,1161.9720642,101.2057491,10000,500
48125,9088,612.8224207000001,75.54384544,10000,500
48125,9089,620.5971127,67.2393568,10000,500
48125,9090,522.9038488,67.15506112,10000,500
48125,9091,509.813518,51.05731456,10000,500
48125,9092,522.9038488,67.15506112,10000,500
48125,9093,947.41807482,149.7680733,10000,500
48125,9094,960.47479319,149.7680733,10000,500
48125,9095,949.1995081399999,149.7680733,10000,500
48125,9096,955.3012241299999,149.7680733,10000,500
48125,9097,876.7937358199999,134.9031824,10000,500
48125,9098,935.7394975,134.9031824,10000,500
48125,9099,534.459071,67.2393568,10000,500
48125,9100,927.7627592,134.9031824,10000,500
48125,9101,585.9794724999999,67.2393568,10000,500
48125,9102,650.4902082,54.4132736,10000,500
48125,9103,588.1572802999999,51.05731456,10000,500
48125,9104,574.5823759,51.05731456,10000,500
48125,9105,581.0113681,75.54384544,10000,500
48125,9106,532.0571411,51.05731456,10000,500
48125,9107,635.8293724,77.7175952,10000,500
48125,9108,848.58219701,134.9031824,10000,500
48125,9109,886.22006769,134.9031824,10000,500
48125,9110,933.6126849,134.9031824,10000,500
48125,9111,891.70265134,134.9031824,10000,500
48125,9113,915.1105576599999,134.9031824,10000,500
48125,9114,916.27927412,134.9031824,10000,500
48125,9115,934.7984483,134.9031824,10000,500
48125,9116,919.9181860599999,134.9031824,10000,500
48125,9117,916.89202454,134.9031824,10000,500
48125,9118,933.6126849,134.9031824,10000,500
48125,9119,934.7984483,134.9031824,10000,500
48125,9120,975.2302383,134.9031824,10000,500
48125,9121,848.58219701,134.9031824,10000,500
48125,9122,919.8838456599999,134.9031824,10000,500
48125,9123,925.1871523,134.9031824,10000,500
48125,9124,934.0956216999999,134.9031824,10000,500
48125,9125,915.1105576599999,134.9031824,10000,500
48125,9126,891.70265134,134.9031824,10000,500
48125,9127,950.1075923,134.9031824,10000,500
48125,9128,971.6887917,108.1982922,10000,500
48125,9129,572.9238499999999,51.05731456,10000,500
48125,9130,562.6465553,67.2393568,10000,500
48125,9131,811.801665,108.1982922,10000,500
48125,9132,1124.3364357,89.09530112,10000,500
48125,9133,916.8330809,89.09530112,10000,500
48125,9134,945.5808217,134.9031824,10000,500
48125,9135,954.2374874,134.9031824,10000,500
48125,9136,942.5816542,134.9031824,10000,500
48125,9137,945.5808217,134.9031824,10000,500
48125,9140,1057.5179702,101.2057491,10000,500
48125,9141,513.2620436,67.2393568,10000,500
48125,9142,844.4084642,75.54384544,10000,500
48125,9143,792.2628748,89.09530112,10000,500
48125,9144,779.1988449,89.09530112,10000,500
48125,9145,768.4738841000001,89.09530112,10000,500
48125,9146,578.543157,67.15506112,10000,500
48125,9147,843.2661574000001,89.09530112,10000,500
48125,9148,529.75544382,75.54384544,10000,500
48125,9149,604.4822529,77.7175952,10000,500
48125,9150,603.6571134000001,77.7175952,10000,500
48125,9151,1007.1721592000001,89.09530112,10000,500
48125,9152,1017.8657931,89.09530112,10000,500
48125,9153,805.5861341,101.2057491,10000,500
48125,9154,1164.9041612,134.9031824,10000,500
48125,9155,930.3527443,134.4088861,10000,500
48125,9156,1200.1533613,134.9031824,10000,500
48125,9158,1174.7997024,134.9031824,10000,500
48125,9159,925.3387213,134.9031824,10000,500
48125,9160,968.6890417999999,134.9031824,10000,500
48125,9161,962.1731804,134.9031824,10000,500
48125,9162,968.6890417999999,134.9031824,10000,500
48125,9163,933.1241444999999,134.9031824,10000,500
48125,9164,962.1731804,134.9031824,10000,500
48125,9165,934.6812292,134.9031824,10000,500
48125,9166,968.6890417999999,134.9031824,10000,500
48125,9167,931.685305,134.9031824,10000,500
48125,9168,931.7076222999999,134.9031824,10000,500
48125,9169,1180.469564,134.9031824,10000,500
48125,9171,1183.0749227,134.9031824,10000,500
48125,9172,1184.8566356,134.9031824,10000,500
48125,9173,1180.469564,134.9031824,10000,500
48125,9174,1161.7986180999999,134.9031824,10000,500
48125,9175,1180.469564,134.9031824,10000,500
48125,9176,1174.3603884,134.9031824,10000,500
48125,9177,1174.5886051,134.9031824,10000,500
48125,9178,832.1292071299999,134.9031824,10000,500
48125,9180,593.0445467,67.2393568,10000,500
48125,9182,969.8853841,134.9031824,10000,500
48125,9183,454.37129927,75.54384544,10000,500
48125,9184,731.1833352,101.2057491,10000,500
48125,9185,927.0019747,75.54384544,10000,500
48125,9186,894.3979830999999,75.54384544,10000,500
48125,9187,929.5031097,75.54384544,10000,500
48125,9188,928.1189837,75.54384544,10000,500
48125,9189,973.3487067,134.9031824,10000,500
48125,9190,974.9114706,134.9031824,10000,500
48125,9192,986.4078238999999,134.9031824,10000,500
48125,9193,981.972406,134.9031824,10000,500
48125,9194,984.3384542,134.9031824,10000,500
48125,9195,973.3487067,134.9031824,10000,500
48125,9197,984.3384542,134.9031824,10000,500
48125,9198,973.3487067,134.9031824,10000,500
48125,9199,762.9639152000001,89.09530112,10000,500
48125,9200,740.2686189000001,89.09530112,10000,500
48125,9202,789.6473509,89.09530112,10000,500
48125,9203,449.19808177,67.15506112,10000,500
48125,9204,723.9305509000001,75.54384544,10000,500
48125,10056,733.441302,40.66310528,10000,500
48125,10057,749.3088190999999,40.66310528,10000,500
48125,10058,686.3228829,40.66310528,10000,500
48125,10059,826.8120458999999,40.66310528,10000,500
48125,10060,815.2969016,40.66310528,10000,500
48125,10061,740.4643087,40.66310528,10000,500
48125,10062,825.1095306,40.66310528,10000,500
48125,10063,717.4428936,40.66310528,10000,500
48125,10065,1211.8909370000001,40.66310528,10000,500
48125,10066,871.40119834,132.2549715,10000,500
48125,10067,845.8739512999999,40.66310528,10000,500
48127,541,498.98665894,71.75560448,10000,500
48127,542,705.8802271,51.54388064,10000,500
48127,543,810.559979,129.5717629,10000,500
48127,544,651.6624807000001,71.75560448,10000,500
48127,545,705.8802271,51.54388064,10000,500
48127,546,558.7214598,65.57740224,10000,500
48127,9039,654.2186138,84.54037088,10000,500
48127,9040,494.09572929999996,65.57740224,10000,500
48127,9041,646.1374324999999,84.54037088,10000,500
48127,9043,608.9542220999999,84.54037088,10000,500
48127,9044,621.4802694099999,99.40524608,10000,500
48127,9045,555.60233582,84.54037088,10000,500
48127,9046,780.1229177,98.19384064,10000,500
48127,9047,704.4611,103.4343005,10000,500
48127,9048,673.4423317,84.54037088,10000,500
48127,9049,653.8873964,84.54037088,10000,500
48127,9050,633.8552136,84.54037088,10000,500
48127,9051,676.0331251,84.54037088,10000,500
48127,9053,823.2533886,84.54037088,10000,500
48127,9054,824.3659482,84.54037088,10000,500
48127,9055,840.6072181,84.54037088,10000,500
48127,9056,820.8906532999999,84.54037088,10000,500
48127,9057,835.2125897999999,84.54037088,10000,500
48127,9059,828.7198412,84.54037088,10000,500
48127,9060,570.38173209,82.86304992,10000,500
48127,9061,632.7673422,84.54037088,10000,500
48127,9062,623.0071825,84.54037088,10000,500
48127,9063,643.108774,82.86304992,10000,500
48127,9064,697.7393801,84.54037088,10000,500
48127,9065,710.7774704999999,84.54037088,10000,500
48127,9066,697.7393801,84.54037088,10000,500
48127,9067,632.7673422,84.54037088,10000,500
48127,9069,762.0710245,103.4343005,10000,500
48127,9070,779.7451464999999,103.4343005,10000,500
48127,9071,746.8296589,103.4343005,10000,500
48127,9072,788.2263031,98.19384064,10000,500
48127,9074,766.7406355,103.4343005,10000,500
48127,9075,772.3670809,103.4343005,10000,500
48127,9076,746.8296589,103.4343005,10000,500
48127,9077,772.4980525999999,103.4343005,10000,500
48127,9078,772.3670809,103.4343005,10000,500
48127,9079,771.409821,103.4343005,10000,500
48127,9080,788.2263031,98.19384064,10000,500
48127,9081,624.3894217,84.54037088,10000,500
48127,9083,621.3902542,84.54037088,10000,500
48127,9084,832.9356795,98.19384064,10000,500
48127,9085,882.1977853,84.54037088,10000,500
48127,9086,654.2186138,84.54037088,10000,500
48127,9087,883.3250751,84.54037088,10000,500
48127,9088,861.3545558,103.4343005,10000,500
48127,9089,717.99736484,103.4343005,10000,500
48127,9090,756.5425074,98.19384064,10000,500
48127,9091,788.3486457,98.19384064,10000,500
48127,9092,756.5425074,98.19384064,10000,500
48127,9093,626.22657482,99.40524608,10000,500
48127,9094,639.28329319,99.40524608,10000,500
48127,9095,628.0080081399999,99.40524608,10000,500
48127,9096,634.1097241299999,99.40524608,10000,500
48127,9097,555.60233582,84.54037088,10000,500
48127,9098,614.5480974999999,84.54037088,10000,500
48127,9099,817.9205158,103.4343005,10000,500
48127,9100,606.5713592,84.54037088,10000,500
48127,9101,794.3234474999999,103.4343005,10000,500
48127,9102,800.0961898,98.19384064,10000,500
48127,9103,788.2263031,98.19384064,10000,500
48127,9104,774.6513987000001,98.19384064,10000,500
48127,9105,897.2425464,103.4343005,10000,500
48127,9106,755.1735523,98.19384064,10000,500
48127,9107,627.35517467,89.49716384,10000,500
48127,9108,527.39079701,84.54037088,10000,500
48127,9109,565.02866769,84.54037088,10000,500
48127,9110,612.4212848999999,84.54037088,10000,500
48127,9111,570.51125134,84.54037088,10000,500
48127,9113,593.91915766,84.54037088,10000,500
48127,9114,595.0878741199999,84.54037088,10000,500
48127,9115,613.6070483,84.54037088,10000,500
48127,9116,598.72678606,84.54037088,10000,500
48127,9117,595.70062454,84.54037088,10000,500
48127,9118,612.4212848999999,84.54037088,10000,500
48127,9119,613.6070483,84.54037088,10000,500
48127,9120,654.0388383,84.54037088,10000,500
48127,9121,527.39079701,84.54037088,10000,500
48127,9122,598.69244566,84.54037088,10000,500
48127,9123,603.9957522999999,84.54037088,10000,500
48127,9124,612.9042217,84.54037088,10000,500
48127,9125,593.91915766,84.54037088,10000,500
48127,9126,570.51125134,84.54037088,10000,500
48127,9127,628.9161922999999,84.54037088,10000,500
48127,9128,787.3447865,84.54037088,10000,500
48127,9129,780.1229177,98.19384064,10000,500
48127,9130,788.8156762,103.4343005,10000,500
48127,9131,775.1885649999999,102.4573581,10000,500
48127,9132,1006.0249632,84.54037088,10000,500
48127,9133,1049.2038989,102.4573581,10000,500
48127,9134,624.3894217,84.54037088,10000,500
48127,9135,633.0460874,84.54037088,10000,500
48127,9136,621.3902542,84.54037088,10000,500
48127,9137,624.3894217,84.54037088,10000,500
48127,9140,786.3664876,84.54037088,10000,500
48127,9141,825.3324339,103.4343005,10000,500
48127,9142,1031.8893610999999,103.4343005,10000,500
48127,9143,924.6336928000001,102.4573581,10000,500
48127,9144,909.9187145999999,102.4573581,10000,500
48127,9145,918.5757183000001,102.4573581,10000,500
48127,9146,762.4135739000001,98.19384064,10000,500
48127,9147,975.6369754,102.4573581,10000,500
48127,9148,854.6581226,103.4343005,10000,500
48127,9149,734.7211708,103.4343005,10000,500
48127,9150,733.8961985999999,103.4343005,10000,500
48127,9151,972.1181606,84.54037088,10000,500
48127,9152,961.4245266,84.54037088,10000,500
48127,9153,688.6046341,82.86304992,10000,500
48127,9154,843.7127611999999,84.54037088,10000,500
48127,9155,553.85573474,79.93528032,10000,500
48127,9156,878.9619613,84.54037088,10000,500
48127,9158,853.6083024,84.54037088,10000,500
48127,9159,604.1473212999999,84.54037088,10000,500
48127,9160,647.4976418,84.54037088,10000,500
48127,9161,640.9817803999999,84.54037088,10000,500
48127,9162,647.4976418,84.54037088,10000,500
48127,9163,611.9327445,84.54037088,10000,500
48127,9164,640.9817803999999,84.54037088,10000,500
48127,9165,613.4898292,84.54037088,10000,500
48127,9166,647.4976418,84.54037088,10000,500
48127,9167,610.4939049999999,84.54037088,10000,500
48127,9168,610.5162223,84.54037088,10000,500
48127,9169,859.278164,84.54037088,10000,500
48127,9171,861.8835227,84.54037088,10000,500
48127,9172,863.6652356,84.54037088,10000,500
48127,9173,859.278164,84.54037088,10000,500
48127,9174,840.6072181,84.54037088,10000,500
48127,9175,859.278164,84.54037088,10000,500
48127,9176,853.1689884,84.54037088,10000,500
48127,9177,853.3972051,84.54037088,10000,500
48127,9178,510.93780712999995,84.54037088,10000,500
48127,9180,809.0026858,103.4343005,10000,500
48127,9182,648.6939841,84.54037088,10000,500
48127,9183,798.93709927,129.5717629,10000,500
48127,9184,614.2018352,82.86304992,10000,500
48127,9185,1147.9117882,102.4573581,10000,500
48127,9186,1120.5031293,103.4343005,10000,500
48127,9187,1155.6082559000001,103.4343005,10000,500
48127,9188,1143.8009164999999,102.4573581,10000,500
48127,9189,652.1573066999999,84.54037088,10000,500
48127,9190,653.7200706,84.54037088,10000,500
48127,9192,665.2164239,84.54037088,10000,500
48127,9193,660.7810059999999,84.54037088,10000,500
48127,9194,663.1470542,84.54037088,10000,500
48127,9195,652.1573066999999,84.54037088,10000,500
48127,9197,663.1470542,84.54037088,10000,500
48127,9198,652.1573066999999,84.54037088,10000,500
48127,9199,823.3594344,103.4343005,10000,500
48127,9200,845.0966149999999,103.4343005,10000,500
48127,9202,844.9418852,103.4343005,10000,500
48127,9203,811.96338177,124.0366602,10000,500
48127,9204,1008.9988469,103.4343005,10000,500
48127,10056,1429.3019046999998,89.1070768,10000,500
48127,10057,1445.1694218,89.1070768,10000,500
48127,10058,1393.9060212999998,89.1070768,10000,500
48127,10059,1540.256452,89.1070768,10000,500
48127,10060,1528.7413080000001,89.1070768,10000,500
48127,10061,1340.7065929999999,89.1070768,10000,500
48127,10062,1538.553937,89.1070768,10000,500
48127,10063,1430.8872999,89.1070768,10000,500
48127,10065,1925.3353429999997,89.1070768,10000,500
48127,10066,422.00299834,61.78933376,10000,500
48127,10067,1554.398177,89.1070768,10000,500
48129,541,790.79705894,117.5114752,10000,500
48129,542,1029.6167754,117.5114752,10000,500
48129,543,475.434579,77.02410016,10000,500
48129,544,943.4728807,117.5114752,10000,500
48129,545,1029.6167754,117.5114752,10000,500
48129,546,991.3864598,133.4192742,10000,500
48129,9039,1032.6588138,143.8797942,10000,500
48129,9040,926.7607293,133.4192742,10000,500
48129,9041,1008.41774093,154.6403354,10000,500
48129,9043,987.3944221,143.8797942,10000,500
48129,9044,973.7448694100001,154.6403354,10000,500
48129,9045,934.04253582,143.8797942,10000,500
48129,9046,582.3643500000001,52.53758496,10000,500
48129,9047,651.7155052,52.53758496,10000,500
48129,9048,1051.8825317,143.8797942,10000,500
48129,9049,1032.3275964,143.8797942,10000,500
48129,9050,1012.2954136000001,143.8797942,10000,500
48129,9051,1054.4733251,143.8797942,10000,500
48129,9053,1201.6935886,143.8797942,10000,500
48129,9054,1202.8061482,143.8797942,10000,500
48129,9055,1219.0474181,143.8797942,10000,500
48129,9056,1199.3308533,143.8797942,10000,500
48129,9057,1213.6527898,143.8797942,10000,500
48129,9059,1207.1600412,143.8797942,10000,500
48129,9060,753.11923209,111.5162899,10000,500
48129,9061,1011.2075422,143.8797942,10000,500
48129,9062,1001.4473825,143.8797942,10000,500
48129,9063,802.4125405,104.4347472,10000,500
48129,9064,945.4905415,109.6785469,10000,500
48129,9065,959.4982029,109.6785469,10000,500
48129,9066,945.4905415,109.6785469,10000,500
48129,9067,1011.2075422,143.8797942,10000,500
48129,9069,585.963853,68.71961152,10000,500
48129,9070,665.9376467,52.53758496,10000,500
48129,9071,601.2052186,68.71961152,10000,500
48129,9072,597.5977803000001,52.53758496,10000,500
48129,9074,581.2942421,68.71961152,10000,500
48129,9075,608.6161218,68.71961152,10000,500
48129,9076,601.2052186,68.71961152,10000,500
48129,9077,587.6004574,68.71961152,10000,500
48129,9078,608.6161218,68.71961152,10000,500
48129,9079,576.6250565,68.71961152,10000,500
48129,9080,597.5977803000001,52.53758496,10000,500
48129,9081,1002.8296217000001,143.8797942,10000,500
48129,9083,999.8304542000001,143.8797942,10000,500
48129,9084,493.92558961,68.71961152,10000,500
48129,9085,1106.5329345,90.57555584,10000,500
48129,9086,1032.6588138,143.8797942,10000,500
48129,9087,1184.8869688,109.6785469,10000,500
48129,9088,622.2628207,77.02410016,10000,500
48129,9089,630.0375127,68.71961152,10000,500
48129,9090,567.6940488,74.17816448,10000,500
48129,9091,519.2540180000001,52.53758496,10000,500
48129,9092,567.6940488,74.17816448,10000,500
48129,9093,978.4911748200001,154.6403354,10000,500
48129,9094,991.5478931900001,154.6403354,10000,500
48129,9095,980.27260814,154.6403354,10000,500
48129,9096,986.37432413,154.6403354,10000,500
48129,9097,934.04253582,143.8797942,10000,500
48129,9098,992.9882975,143.8797942,10000,500
48129,9099,543.899471,68.71961152,10000,500
48129,9100,985.0115592000001,143.8797942,10000,500
48129,9101,595.4198725,68.71961152,10000,500
48129,9102,694.6227481000001,52.53758496,10000,500
48129,9103,597.5977803000001,52.53758496,10000,500
48129,9104,584.0228759,52.53758496,10000,500
48129,9105,590.4517681,77.02410016,10000,500
48129,9106,541.4976411,52.53758496,10000,500
48129,9107,689.18327467,99.19180992,10000,500
48129,9108,905.83099701,143.8797942,10000,500
48129,9109,943.46886769,143.8797942,10000,500
48129,9110,990.8614849,143.8797942,10000,500
48129,9111,948.9514513400001,143.8797942,10000,500
48129,9113,972.35935766,143.8797942,10000,500
48129,9114,973.52807412,143.8797942,10000,500
48129,9115,992.0472483000001,143.8797942,10000,500
48129,9116,977.16698606,143.8797942,10000,500
48129,9117,974.14082454,143.8797942,10000,500
48129,9118,990.8614849,143.8797942,10000,500
48129,9119,992.0472483000001,143.8797942,10000,500
48129,9120,1032.4790383,143.8797942,10000,500
48129,9121,905.83099701,143.8797942,10000,500
48129,9122,977.13264566,143.8797942,10000,500
48129,9123,982.4359523,143.8797942,10000,500
48129,9124,991.3444217,143.8797942,10000,500
48129,9125,972.35935766,143.8797942,10000,500
48129,9126,948.9514513400001,143.8797942,10000,500
48129,9127,1007.3563923,143.8797942,10000,500
48129,9128,981.1291917,109.6785469,10000,500
48129,9129,582.3643500000001,52.53758496,10000,500
48129,9130,572.0869553,68.71961152,10000,500
48129,9131,821.2420649999999,109.6785469,10000,500
48129,9132,1133.7768357,90.57555584,10000,500
48129,9133,926.2734809,90.57555584,10000,500
48129,9134,1002.8296217000001,143.8797942,10000,500
48129,9135,1011.4862874,143.8797942,10000,500
48129,9136,999.8304542000001,143.8797942,10000,500
48129,9137,1002.8296217000001,143.8797942,10000,500
48129,9140,1080.4328748,109.6785469,10000,500
48129,9141,522.7024435999999,68.71961152,10000,500
48129,9142,853.8488642,77.02410016,10000,500
48129,9143,801.7032747999999,90.57555584,10000,500
48129,9144,788.6392449,90.57555584,10000,500
48129,9145,777.9142841,90.57555584,10000,500
48129,9146,593.0005783,52.53758496,10000,500
48129,9147,852.7065574000001,90.57555584,10000,500
48129,9148,539.19584382,77.02410016,10000,500
48129,9149,621.454029,52.53758496,10000,500
48129,9150,623.2365868,52.53758496,10000,500
48129,9151,1016.6125592000001,90.57555584,10000,500
48129,9152,1027.3061931,90.57555584,10000,500
48129,9153,863.9369137,104.4347472,10000,500
48129,9154,1222.1529612,143.8797942,10000,500
48129,9155,1013.58636804,154.6403354,10000,500
48129,9156,1257.4021613,143.8797942,10000,500
48129,9158,1232.0485024,143.8797942,10000,500
48129,9159,982.5875213,143.8797942,10000,500
48129,9160,1025.9378418000001,143.8797942,10000,500
48129,9161,1019.4219804,143.8797942,10000,500
48129,9162,1025.9378418000001,143.8797942,10000,500
48129,9163,990.3729445,143.8797942,10000,500
48129,9164,1019.4219804,143.8797942,10000,500
48129,9165,991.9300292,143.8797942,10000,500
48129,9166,1025.9378418000001,143.8797942,10000,500
48129,9167,988.934105,143.8797942,10000,500
48129,9168,988.9564223,143.8797942,10000,500
48129,9169,1237.718364,143.8797942,10000,500
48129,9171,1240.3237227,143.8797942,10000,500
48129,9172,1242.1054356,143.8797942,10000,500
48129,9173,1237.718364,143.8797942,10000,500
48129,9174,1219.0474181,143.8797942,10000,500
48129,9175,1237.718364,143.8797942,10000,500
48129,9176,1231.6091884,143.8797942,10000,500
48129,9177,1231.8374051,143.8797942,10000,500
48129,9178,889.37800713,143.8797942,10000,500
48129,9180,602.4849467,68.71961152,10000,500
48129,9182,1027.1341841,143.8797942,10000,500
48129,9183,463.81169927,77.02410016,10000,500
48129,9184,796.9393352000001,111.5162899,10000,500
48129,9185,936.4423747000001,77.02410016,10000,500
48129,9186,903.8383831,77.02410016,10000,500
48129,9187,938.9435097,77.02410016,10000,500
48129,9188,937.5593837,77.02410016,10000,500
48129,9189,1030.5975067,143.8797942,10000,500
48129,9190,1032.1602706,143.8797942,10000,500
48129,9192,1043.6566239,143.8797942,10000,500
48129,9193,1039.221206,143.8797942,10000,500
48129,9194,1041.5872542,143.8797942,10000,500
48129,9195,1030.5975067,143.8797942,10000,500
48129,9197,1041.5872542,143.8797942,10000,500
48129,9198,1030.5975067,143.8797942,10000,500
48129,9199,772.4043152,90.57555584,10000,500
48129,9200,749.7090189,90.57555584,10000,500
48129,9202,799.0877509,90.57555584,10000,500
48129,9203,493.98828177,74.17816448,10000,500
48129,9204,733.3709509,77.02410016,10000,500
48129,10056,696.982902,34.94642816,10000,500
48129,10057,712.8504191,34.94642816,10000,500
48129,10058,649.8644829,34.94642816,10000,500
48129,10059,790.3536459,34.94642816,10000,500
48129,10060,778.8385016,34.94642816,10000,500
48129,10061,704.0059087,34.94642816,10000,500
48129,10062,788.6511306,34.94642816,10000,500
48129,10063,680.9844936,34.94642816,10000,500
48129,10065,1175.4325370000001,34.94642816,10000,500
48129,10066,979.14239834,149.1487917,10000,500
48129,10067,809.4155513,34.94642816,10000,500
48131,541,503.93305894,72.5312,10000,500
48131,542,549.3680271,27.00276768,10000,500
48131,543,815.506379,130.3473584,10000,500
48131,544,544.4912674999999,27.00276768,10000,500
48131,545,549.3680271,27.00276768,10000,500
48131,546,505.5656598,57.2425728,10000,500
48131,9039,538.230602,71.60179936,10000,500
48131,9040,440.93992929999996,57.2425728,10000,500
48131,9041,478.83524093,71.60179936,10000,500
48131,9043,475.9055052,71.60179936,10000,500
48131,9044,444.16236941,71.60179936,10000,500
48131,9045,439.95873581999996,66.4074544,10000,500
48131,9046,785.0693177,98.96943616,10000,500
48131,9047,709.4075,104.209896,10000,500
48131,9048,557.7987317,66.4074544,10000,500
48131,9049,538.2437964,66.4074544,10000,500
48131,9050,518.2116136,66.4074544,10000,500
48131,9051,560.3895251,66.4074544,10000,500
48131,9053,707.6097886,66.4074544,10000,500
48131,9054,708.7223481999999,66.4074544,10000,500
48131,9055,724.9636181,66.4074544,10000,500
48131,9056,705.2470533000001,66.4074544,10000,500
48131,9057,719.5689898,66.4074544,10000,500
48131,9059,713.0762411999999,66.4074544,10000,500
48131,9060,530.6558018999999,57.2425728,10000,500
48131,9061,517.1237421999999,66.4074544,10000,500
48131,9062,507.3635825,66.4074544,10000,500
48131,9063,630.5696399,57.2425728,10000,500
48131,9064,582.0957801,66.4074544,10000,500
48131,9065,595.1338705,66.4074544,10000,500
48131,9066,582.0957801,66.4074544,10000,500
48131,9067,517.1237421999999,66.4074544,10000,500
48131,9069,767.0174245000001,104.209896,10000,500
48131,9070,784.6915465,104.209896,10000,500
48131,9071,751.7760589000001,104.209896,10000,500
48131,9072,793.1727031,98.96943616,10000,500
48131,9074,771.6870355000001,104.209896,10000,500
48131,9075,777.3134809000001,104.209896,10000,500
48131,9076,751.7760589000001,104.209896,10000,500
48131,9077,777.4444526,104.209896,10000,500
48131,9078,777.3134809000001,104.209896,10000,500
48131,9079,776.356221,104.209896,10000,500
48131,9080,793.1727031,98.96943616,10000,500
48131,9081,508.74582169999996,66.4074544,10000,500
48131,9083,505.74665419999997,66.4074544,10000,500
48131,9084,837.8820795,98.96943616,10000,500
48131,9085,766.5541853,66.4074544,10000,500
48131,9086,538.230602,71.60179936,10000,500
48131,9087,767.6814751,66.4074544,10000,500
48131,9088,866.3009558,104.209896,10000,500
48131,9089,722.9437648400001,104.209896,10000,500
48131,9090,761.4889074,98.96943616,10000,500
48131,9091,793.2950457000001,98.96943616,10000,500
48131,9092,761.4889074,98.96943616,10000,500
48131,9093,448.90867482,71.60179936,10000,500
48131,9094,461.96539319,71.60179936,10000,500
48131,9095,450.69010814,71.60179936,10000,500
