supplier,hub,dist_s_h,cost_per_unit_s_h ,truck_cost_s_h,truck_cap_s_h
48105,18029,670.0919,111.2164099,10000,500
48105,18042,512.2396,86.46516928,10000,500
48105,18063,550.8488,92.51909184,10000,500
48105,18082,571.4943,95.75630624,10000,500
48105,18127,547.6104,92.01131072,10000,500
48105,18286,607.3637,101.3806282,10000,500
48105,18288,672.9101,111.6583037,10000,500
48105,18294,644.4617,107.1975946,10000,500
48105,18303,439.2981,75.02794208,10000,500
48107,17201,569.9436,95.51315648,10000,500
48107,17218,470.5302,79.92513536,10000,500
48107,17359,845.9451,138.7901917,10000,500
48107,17372,506.3243,85.53765024,10000,500
48107,17395,634.1903,105.587039,10000,500
48107,17404,875.9545,143.4956656,10000,500
48107,17447,943.899,154.1493632,10000,500
48107,17466,232.5375,42.60788,10000,500
48107,17507,578.872,96.9131296,10000,500
48107,17592,594.4208,99.35118144,10000,500
48107,17620,275.3595,49.3223696,10000,500
48107,17679,832.2083,136.6362614,10000,500
48107,17717,645.343,107.3357824,10000,500
48107,17784,314.3661,55.43860448,10000,500
48107,17792,511.8799,86.40876832,10000,500
48107,17822,575.675,96.41184,10000,500
48107,17829,849.0975,139.284488,10000,500
48107,17896,484.3935,82.0989008,10000,500
48107,17931,417.5679,71.62064672,10000,500
48107,17934,417.0304,71.53636672,10000,500
48107,17942,936.018,152.9136224,10000,500
48107,17943,845.9785,138.7954288,10000,500
48107,17945,248.0765,45.0443952,10000,500
48107,17952,335.7689,58.79456352,10000,500
48107,18029,886.0125,145.07276,10000,500
48107,18042,745.8309,123.0922851,10000,500
48107,18063,611.9059,102.0928451,10000,500
48107,18082,868.7381,142.3641341,10000,500
48107,18127,843.166,138.3544288,10000,500
48107,18286,643.3537,107.0238602,10000,500
48107,18288,678.7856,112.5795821,10000,500
48107,18294,556.9553,93.47659104,10000,500
48107,18303,530.351,89.3050368,10000,500
48109,17201,969.1331,158.1060701,10000,500
48109,17218,897.0245,146.7994416,10000,500
48109,17359,1006.0758,163.8986854,10000,500
48109,17372,666.3775,110.633992,10000,500
48109,17395,896.283,146.6831744,10000,500
48109,17404,956.4502,156.1173914,10000,500
48109,17447,1104.0297,179.257857,10000,500
48109,17466,524.6757,88.41514976,10000,500
48109,17507,810.7803,133.276351,10000,500
48109,17592,885.3884,144.9749011,10000,500
48109,17620,736.6437,121.6517322,10000,500
48109,17679,935.8596,152.8887853,10000,500
48109,17717,839.1032,137.7173818,10000,500
48109,17784,775.6503,127.767967,10000,500
48109,17792,907.5842,148.4552026,10000,500
48109,17822,792.2171,130.3656413,10000,500
48109,17829,1009.2282,164.3929818,10000,500
48109,17896,746.8015,123.2444752,10000,500
48109,17931,852.196,139.7703328,10000,500
48109,17934,679.4384,112.6819411,10000,500
48109,17942,1016.5136,165.5353325,10000,500
48109,17943,926.4742,151.4171546,10000,500
48109,17945,736.7167,121.6631786,10000,500
48109,17952,563.9495,94.5732816,10000,500
48109,18029,1046.1432,170.1812538,10000,500
48109,18042,888.2909,145.4300131,10000,500
48109,18063,792.5522,130.418185,10000,500
48109,18082,947.5456,154.7211501,10000,500
48109,18127,923.6617,150.9761546,10000,500
48109,18286,855.5907,140.3026218,10000,500
48109,18288,969.7532,158.2033018,10000,500
48109,18294,859.5704,140.9266387,10000,500
48109,18303,746.8931,123.2588381,10000,500
48111,17201,809.7485,133.1145648,10000,500
48111,17218,710.335,117.526528,10000,500
48111,17359,1170.1069,189.6187619,10000,500
48111,17372,867.5483,142.1775734,10000,500
48111,17395,930.3108,152.0187334,10000,500
48111,17404,1237.1786,200.1356045,10000,500
48111,17447,1205.3365,195.1427632,10000,500
48111,17466,575.4157,96.37118176,10000,500
48111,17507,968.5453,158.013903,10000,500
48111,17592,834.2257,136.9525898,10000,500
48111,17620,522.2753,88.03876704,10000,500
48111,17679,1170.3139,189.6512195,10000,500
48111,17717,885.1479,144.9371907,10000,500
48111,17784,554.171,93.0400128,10000,500
48111,17792,751.6847,124.010161,10000,500
48111,17822,912.6083,149.2429814,10000,500
48111,17829,1136.7107,184.3822378,10000,500
48111,17896,808.2082,132.8730458,10000,500
48111,17931,657.3727,109.2220394,10000,500
48111,17934,692.1849,114.6805923,10000,500
48111,17942,1297.242,209.5535456,10000,500
48111,17943,1239.1563,200.4457078,10000,500
48111,17945,441.9826,75.44887168,10000,500
48111,17952,692.4102,114.7159194,10000,500
48111,18029,1210.1743,195.9013302,10000,500
48111,18042,1069.9982,173.9217178,10000,500
48111,18063,851.7107,139.6942378,10000,500
48111,18082,1192.8999,193.1927043,10000,500
48111,18127,1204.3901,194.9943677,10000,500
48111,18286,883.1585,144.6252528,10000,500
48111,18288,918.5905,150.1809904,10000,500
48111,18294,796.7602,131.0779994,10000,500
48111,18303,886.9922,145.226377,10000,500
48113,17201,167.1505,32.3551984,10000,500
48113,17218,104.9717,22.60556256,10000,500
48113,17359,473.1304,80.33284672,10000,500
48113,17372,377.5041,65.33864288,10000,500
48113,17395,236.5227,43.23275936,10000,500
48113,17404,683.1956,113.2710701,10000,500
48113,17447,453.7427,77.29285536,10000,500
48113,17466,311.3508,54.96580544,10000,500
48113,17507,274.7573,49.22794464,10000,500
48113,17592,87.4136,19.85245248,10000,500
48113,17620,233.3224,42.73095232,10000,500
48113,17679,476.5259,80.86526112,10000,500
48113,17717,191.3599,36.15123232,10000,500
48113,17784,193.0212,36.41172416,10000,500
48113,17792,115.7083,24.28906144,10000,500
48113,17822,218.8202,40.45700736,10000,500
48113,17829,427.5387,73.18406816,10000,500
48113,17896,130.9286,26.67560448,10000,500
48113,17931,116.0901,24.34892768,10000,500
48113,17934,138.9505,27.9334384,10000,500
48113,17942,743.2591,122.6890269,10000,500
48113,17943,545.3683,91.65974944,10000,500
48113,17945,304.8146,53.94092928,10000,500
48113,17952,306.6229,54.22447072,10000,500
48113,18029,516.3863,87.11537184,10000,500
48113,18042,376.2101,65.13574368,10000,500
48113,18063,157.9227,30.90827936,10000,500
48113,18082,499.1119,84.40674592,10000,500
48113,18127,635.06,105.723408,10000,500
48113,18286,152.654,30.0821472,10000,500
48113,18288,171.7784,33.08085312,10000,500
48113,18294,55.9715,14.9223312,10000,500
48113,18303,264.6018,47.63556224,10000,500
48115,17201,703.2488,116.4154118,10000,500
48115,17218,631.1402,105.1087834,10000,500
48115,17359,797.1952,131.1462074,10000,500
48115,17372,419.7915,71.9693072,10000,500
48115,17395,621.1502,103.5423514,10000,500
48115,17404,789.4218,129.9273382,10000,500
48115,17447,895.1491,146.5053789,10000,500
48115,17466,258.7914,46.72449152,10000,500
48115,17507,565.8319,94.86844192,10000,500
48115,17592,619.5041,103.2842429,10000,500
48115,17620,423.4703,72.54614304,10000,500
48115,17679,768.8312,126.6987322,10000,500
48115,17717,609.5209,101.7188771,10000,500
48115,17784,462.477,78.6623936,10000,500
48115,17792,641.6999,106.7645443,10000,500
48115,17822,562.6349,94.36715232,10000,500
48115,17829,800.3476,131.6405037,10000,500
48115,17896,480.9172,81.55381696,10000,500
48115,17931,586.3117,98.07967456,10000,500
48115,17934,413.5541,70.99128288,10000,500
48115,17942,849.4852,139.3452794,10000,500
48115,17943,759.4458,125.2271014,10000,500
48115,17945,396.1874,68.26818432,10000,500
48115,17952,322.7288,56.74987584,10000,500
48115,18029,837.2626,137.4287757,10000,500
48115,18042,721.2625,119.23996,10000,500
48115,18063,562.9699,94.41968032,10000,500
48115,18082,780.5172,128.531097,10000,500
48115,18127,756.6333,124.7861014,10000,500
48115,18286,654.9441,108.8412349,10000,500
48115,18288,703.8689,116.5126435,10000,500
48115,18294,593.6861,99.23598048,10000,500
48115,18303,517.3109,87.26034912,10000,500
48117,17201,761.4943,125.5483062,10000,500
48117,17218,662.0809,109.9602851,10000,500
48117,17359,1121.8528,182.052519,10000,500
48117,17372,716.9058,118.5568294,10000,500
48117,17395,882.0566,144.4524749,10000,500
48117,17404,1086.536,176.5148448,10000,500
48117,17447,1157.0824,187.5765203,10000,500
48117,17466,492.7177,83.40413536,10000,500
48117,17507,920.2912,150.4476602,10000,500
48117,17592,785.9715,129.3863312,10000,500
48117,17620,474.0211,80.47250848,10000,500
48117,17679,1122.0598,182.0849766,10000,500
48117,17717,836.8937,137.3709322,10000,500
48117,17784,505.9168,85.47375424,10000,500
48117,17792,703.4306,116.4439181,10000,500
48117,17822,864.3541,141.6767229,10000,500
48117,17829,1088.4565,176.8159792,10000,500
48117,17896,759.9541,125.3068029,10000,500
48117,17931,609.1186,101.6557965,10000,500
48117,17934,643.9308,107.1143494,10000,500
48117,17942,1146.5995,185.9328016,10000,500
48117,17943,1190.9022,192.879465,10000,500
48117,17945,393.7284,67.88261312,10000,500
48117,17952,540.6857,90.92551776,10000,500
48117,18029,1161.9202,188.3350874,10000,500
48117,18042,1021.744,166.3554592,10000,500
48117,18063,803.4566,132.1279949,10000,500
48117,18082,1144.6458,185.6264614,10000,500
48117,18127,1053.7476,171.3736237,10000,500
48117,18286,834.9044,137.0590099,10000,500
48117,18288,870.3363,142.6147318,10000,500
48117,18294,748.506,123.5117408,10000,500
48117,18303,735.2678,121.435991,10000,500
48119,17201,34.0011,11.47737248,10000,500
48119,17218,111.5276,23.63352768,10000,500
48119,17359,601.4305,100.4503024,10000,500
48119,17372,509.2234,85.99222912,10000,500
48119,17395,368.2421,63.88636128,10000,500
48119,17404,814.915,133.924672,10000,500
48119,17447,582.0427,97.41029536,10000,500
48119,17466,443.0933,75.62302944,10000,500
48119,17507,406.4766,69.88153088,10000,500
48119,17592,215.7136,39.96989248,10000,500
48119,17620,328.0331,57.58159008,10000,500
48119,17679,608.2452,101.5188474,10000,500
48119,17717,323.0792,56.80481856,10000,500
48119,17784,287.7319,51.26236192,10000,500
48119,17792,74.6299,17.84796832,10000,500
48119,17822,350.5396,61.11060928,10000,500
48119,17829,555.8387,93.30150816,10000,500
48119,17896,262.6479,47.32919072,10000,500
48119,17931,185.6973,35.26333664,10000,500
48119,17934,270.693,48.5906624,10000,500
48119,17942,874.9784,143.3426131,10000,500
48119,17943,677.0876,112.3133357,10000,500
48119,17945,399.5253,68.79156704,10000,500
48119,17952,438.3654,74.88169472,10000,500
48119,18029,648.1056,107.7689581,10000,500
48119,18042,507.9295,85.7893456,10000,500
48119,18063,289.642,51.5618656,10000,500
48119,18082,630.8312,105.0603322,10000,500
48119,18127,766.7793,126.3769942,10000,500
48119,18286,280.9541,50.19960288,10000,500
48119,18288,300.0784,53.19829312,10000,500
48119,18294,105.2279,22.64573472,10000,500
48119,18303,396.3212,68.28916416,10000,500
48121,17201,193.0166,36.41100288,10000,500
48121,17218,90.6222,20.35556096,10000,500
48121,17359,524.4483,88.37949344,10000,500
48121,17372,425.6335,72.8853328,10000,500
48121,17395,284.6522,50.77946496,10000,500
48121,17404,731.3251,120.8177757,10000,500
48121,17447,518.4856,87.44454208,10000,500
48121,17466,315.7892,55.66174656,10000,500
48121,17507,322.8868,56.77465024,10000,500
48121,17592,152.1565,30.0041392,10000,500
48121,17620,176.1008,33.75860544,10000,500
48121,17679,524.6554,88.41196672,10000,500
48121,17717,239.4893,43.69792224,10000,500
48121,17784,135.7996,27.43937728,10000,500
48121,17792,111.3109,23.59954912,10000,500
48121,17822,266.9497,48.00371296,10000,500
48121,17829,491.0521,83.14296928,10000,500
48121,17896,162.5496,31.63377728,10000,500
48121,17931,54.4845,14.6891696,10000,500
48121,17934,143.3889,28.62937952,10000,500
48121,17942,791.3885,130.2357168,10000,500
48121,17943,593.4978,99.20645504,10000,500
48121,17945,247.593,44.9685824,10000,500
48121,17952,316.7283,55.80899744,10000,500
48121,18029,564.5157,94.66206176,10000,500
48121,18042,424.3396,72.68244928,10000,500
48121,18063,206.0521,38.45496928,10000,500
48121,18082,547.2413,91.95343584,10000,500
48121,18127,683.1894,113.2700979,10000,500
48121,18286,217.397,40.2338496,10000,500
48121,18288,236.5213,43.23253984,10000,500
48121,18294,110.6549,23.49668832,10000,500
48121,18303,312.7313,55.18226784,10000,500
48123,17201,650.614,108.1622752,10000,500
48123,17218,588.149,98.3677632,10000,500
48123,17359,160.8295,31.3640656,10000,500
48123,17372,294.0338,52.25049984,10000,500
48123,17395,232.9455,42.6718544,10000,500
48123,17404,175.5036,33.66496448,10000,500
48123,17447,238.5967,43.55796256,10000,500
48123,17466,564.2751,94.62433568,10000,500
48123,17507,219.4235,40.5516048,10000,500
48123,17592,421.456,72.2303008,10000,500
48123,17620,666.9756,110.7277741,10000,500
48123,17679,53.9643,14.60760224,10000,500
48123,17717,291.3861,51.83534048,10000,500
48123,17784,626.6744,104.4085459,10000,500
48123,17792,598.8857,100.0512778,10000,500
48123,17822,267.4116,48.07613888,10000,500
48123,17829,205.4695,38.3636176,10000,500
48123,17896,388.0347,66.98984096,10000,500
48123,17931,577.3722,96.67796096,10000,500
48123,17934,552.8486,92.83266048,10000,500
48123,17942,235.567,43.0829056,10000,500
48123,17943,92.6387,20.67174816,10000,500
48123,17945,738.4678,121.937751,10000,500
48123,17952,459.3238,78.16797184,10000,500
48123,18029,168.3817,32.54825056,10000,500
48123,18042,89.5437,20.18645216,10000,500
48123,18063,332.5712,58.29316416,10000,500
48123,18082,92.2894,20.61697792,10000,500
48123,18127,131.1717,26.71372256,10000,500
48123,18286,356.9458,62.11510144,10000,500
48123,18288,377.7791,65.38176288,10000,500
48123,18294,525.5877,88.55815136,10000,500
48123,18303,290.8779,51.75565472,10000,500
48125,17201,542.0017,91.13186656,10000,500
48125,17218,442.5883,75.54384544,10000,500
48125,17359,818.0031,134.4088861,10000,500
48125,17372,478.3824,81.15636032,10000,500
48125,17395,606.2484,101.2057491,10000,500
48125,17404,848.0126,139.1143757,10000,500
48125,17447,915.9571,149.7680733,10000,500
48125,17466,204.5956,38.22659008,10000,500
48125,17507,550.9301,92.53183968,10000,500
48125,17592,566.4789,94.96989152,10000,500
48125,17620,247.4176,44.94107968,10000,500
48125,17679,804.2664,132.2549715,10000,500
48125,17717,617.4011,102.9544925,10000,500
48125,17784,286.4242,51.05731456,10000,500
48125,17792,483.9379,82.02746272,10000,500
48125,17822,547.7331,92.03055008,10000,500
48125,17829,821.1555,134.9031824,10000,500
48125,17896,456.4515,77.7175952,10000,500
48125,17931,389.626,67.2393568,10000,500
48125,17934,389.0884,67.15506112,10000,500
48125,17942,908.076,148.5323168,10000,500
48125,17943,818.0366,134.4141389,10000,500
48125,17945,220.1346,40.66310528,10000,500
48125,17952,307.827,54.4132736,10000,500
48125,18029,858.0705,140.6914544,10000,500
48125,18042,717.889,118.7109952,10000,500
48125,18063,583.9639,97.71153952,10000,500
48125,18082,840.7961,137.9828285,10000,500
48125,18127,815.2241,133.9731389,10000,500
48125,18286,615.4117,102.6425546,10000,500
48125,18288,650.8437,108.1982922,10000,500
48125,18294,529.0134,89.09530112,10000,500
48125,18303,502.4091,84.92374688,10000,500
48127,17201,849.6191,139.3662749,10000,500
48127,17218,787.1541,129.5717629,10000,500
48127,17359,496.8117,84.04607456,10000,500
48127,17372,390.4702,67.37172736,10000,500
48127,17395,489.2669,82.86304992,10000,500
48127,17404,274.0491,49.11689888,10000,500
48127,17447,594.7656,99.40524608,10000,500
48127,17466,634.0398,105.5634406,10000,500
48127,17507,418.4286,71.75560448,10000,500
48127,17592,620.4611,103.4343005,10000,500
48127,17620,865.9807,141.9317738,10000,500
48127,17679,354.8682,61.78933376,10000,500
48127,17717,537.6586,90.45086848,10000,500
48127,17784,825.6795,135.6125456,10000,500
48127,17792,797.8907,131.2552618,10000,500
48127,17822,466.4167,79.28013856,10000,500
48127,17829,499.9641,84.54037088,10000,500
48127,17896,587.0398,98.19384064,10000,500
48127,17931,776.3773,127.8819606,10000,500
48127,17934,751.8537,124.0366602,10000,500
48127,17942,291.5159,51.85569312,10000,500
48127,17943,327.3689,57.47744352,10000,500
48127,17945,937.4729,153.1417507,10000,500
48127,17952,529.0885,89.1070768,10000,500
48127,18029,470.5949,79.93528032,10000,500
48127,18042,379.0268,65.57740224,10000,500
48127,18063,531.5763,89.49716384,10000,500
48127,18082,399.7658,68.82927744,10000,500
48127,18127,289.5273,51.54388064,10000,500
48127,18286,588.0911,98.35868448,10000,500
48127,18288,614.2306,102.4573581,10000,500
48127,18294,724.5928,119.762151,10000,500
48127,18303,489.883,82.9596544,10000,500
48129,17201,551.4421,92.61212128,10000,500
48129,17218,452.0287,77.02410016,10000,500
48129,17359,911.8006,149.1163341,10000,500
48129,17372,590.8961,98.79850848,10000,500
48129,17395,672.0044,111.5162899,10000,500
48129,17404,1118.6773,181.5546006,10000,500
48129,17447,947.0302,154.6403354,10000,500
48129,17466,317.1094,55.86875392,10000,500
48129,17507,710.239,117.5114752,10000,500
48129,17592,575.9194,96.45016192,10000,500
48129,17620,263.969,47.5363392,10000,500
48129,17679,912.0076,149.1487917,10000,500
48129,17717,626.8415,104.4347472,10000,500
48129,17784,295.8647,52.53758496,10000,500
48129,17792,493.3784,83.50773312,10000,500
48129,17822,654.3019,108.7405379,10000,500
48129,17829,878.4043,143.8797942,10000,500
48129,17896,549.9019,92.37061792,10000,500
48129,17931,399.0664,68.71961152,10000,500
48129,17934,433.8786,74.17816448,10000,500
48129,17942,1178.7408,190.9725574,10000,500
48129,17943,980.85,159.94328,10000,500
48129,17945,183.6762,34.94642816,10000,500
48129,17952,420.3408,72.05543744,10000,500
48129,18029,951.868,155.3989024,10000,500
48129,18042,811.6918,133.4192742,10000,500
48129,18063,593.4044,99.19180992,10000,500
48129,18082,934.5936,152.6902765,10000,500
48129,18127,1070.5416,174.0069229,10000,500
48129,18286,624.8522,104.122825,10000,500
48129,18288,660.2841,109.6785469,10000,500
48129,18294,538.4538,90.57555584,10000,500
48129,18303,700.0835,115.9190928,10000,500
48131,17201,854.5655,140.1418704,10000,500
48131,17218,792.1005,130.3473584,10000,500
48131,17359,339.6805,59.4079024,10000,500
48131,17372,462.6072,78.68280896,10000,500
48131,17395,494.2132,83.63862976,10000,500
48131,17404,117.5369,24.57578592,10000,500
48131,17447,417.4477,71.60179936,10000,500
48131,17466,706.1769,116.8745379,10000,500
48131,17507,423.375,72.5312,10000,500
48131,17592,625.4075,104.209896,10000,500
48131,17620,870.9271,142.7073693,10000,500
48131,17679,226.2428,41.62087104,10000,500
48131,17717,542.605,91.226464,10000,500
48131,17784,830.6259,136.3881411,10000,500
48131,17792,802.8371,132.0308573,10000,500
48131,17822,471.3631,80.05573408,10000,500
48131,17829,384.3205,66.4074544,10000,500
48131,17896,591.9862,98.96943616,10000,500
48131,17931,781.3237,128.6575562,10000,500
48131,17934,756.8001,124.8122557,10000,500
48131,17942,105.9598,22.76049664,10000,500
48131,17943,170.8567,32.93633056,10000,500
48131,17945,942.4193,153.9173462,10000,500
48131,17952,601.2255,100.4181584,10000,500
48131,18029,341.9695,59.7668176,10000,500
48131,18042,325.871,57.2425728,10000,500
48131,18063,536.5227,90.27275936,10000,500
48131,18082,271.1404,48.66081472,10000,500
48131,18127,133.0151,27.00276768,10000,500
48131,18286,593.0375,99.13428,10000,500
48131,18288,619.177,103.2329536,10000,500
48131,18294,729.5392,120.5377466,10000,500
48131,18303,494.8294,83.73524992,10000,500
48133,17201,378.4197,65.48220896,10000,500
48133,17218,306.3112,54.17559616,10000,500
48133,17359,528.2311,88.97263648,10000,500
48133,17372,208.5723,38.85013664,10000,500
48133,17395,377.2673,65.30151264,10000,500
48133,17404,599.5745,100.1592816,10000,500
48133,17447,652.2931,108.4255581,10000,500
48133,17466,111.8133,23.67832544,10000,500
48133,17507,261.158,47.0955744,10000,500
48133,17592,294.6751,52.35105568,10000,500
48133,17620,206.3767,38.50586656,10000,500
48133,17679,514.4943,86.81870624,10000,500
48133,17717,332.1044,58.21996992,10000,500
48133,17784,221.7957,40.92356576,10000,500
48133,17792,316.8709,55.83135712,10000,500
48133,17822,257.961,46.5942848,10000,500
48133,17829,531.3835,89.4669328,10000,500
48133,17896,143.5965,28.6619312,10000,500
48133,17931,261.4827,47.14648736,10000,500
48133,17934,88.725,20.05808,10000,500
48133,17942,659.638,109.5772384,10000,500
48133,17943,584.0908,97.73143744,10000,500
48133,17945,236.1881,43.18029408,10000,500
48133,17952,124.3106,25.63790208,10000,500
48133,18029,568.2985,95.2552048,10000,500
48133,18042,428.1169,73.27472992,10000,500
48133,18063,298.6673,52.97703264,10000,500
48133,18082,551.0241,92.54657888,10000,500
48133,18127,566.786,95.0180448,10000,500
48133,18286,330.1151,57.90804768,10000,500
48133,18288,379.0398,65.57944064,10000,500
48133,18294,268.857,48.3027776,10000,500
48133,18303,212.637,39.4874816,10000,500
48135,17201,753.064,124.2264352,10000,500
48135,17218,680.9554,112.9198067,10000,500
48135,17359,844.4989,138.5634275,10000,500
48135,17372,440.1641,75.16373088,10000,500
48135,17395,634.6634,105.6612211,10000,500
48135,17404,794.8732,130.7821178,10000,500
48135,17447,942.4528,153.922599,10000,500
48135,17466,308.6066,54.53551488,10000,500
48135,17507,579.345,96.987296,10000,500
48135,17592,669.3193,111.0952662,10000,500
48135,17620,520.5746,87.77209728,10000,500
48135,17679,774.2827,127.5535274,10000,500
48135,17717,623.0341,103.8377469,10000,500
48135,17784,559.5812,93.88833216,10000,500
48135,17792,691.5151,114.5755677,10000,500
48135,17822,576.148,96.4860064,10000,500
48135,17829,847.6513,139.0577238,10000,500
48135,17896,530.7324,89.36484032,10000,500
48135,17931,636.1269,105.8906979,10000,500
48135,17934,463.3693,78.80230624,10000,500
48135,17942,854.9367,140.2000746,10000,500
48135,17943,764.8973,126.0818966,10000,500
48135,17945,520.6476,87.78354368,10000,500
48135,17952,347.8804,60.69364672,10000,500
48135,18029,884.5663,144.8459958,10000,500
48135,18042,726.714,120.0947552,10000,500
48135,18063,576.4831,96.53855008,10000,500
48135,18082,785.9687,129.3858922,10000,500
48135,18127,762.0848,125.6408966,10000,500
48135,18286,639.5216,106.4229869,10000,500
48135,18288,753.6841,124.3236669,10000,500
48135,18294,643.5013,107.0470038,10000,500
48135,18303,530.824,89.3792032,10000,500
48137,17201,771.5151,127.1195677,10000,500
48137,17218,709.0502,117.3250714,10000,500
48137,17359,515.4894,86.97473792,10000,500
48137,17372,215.4182,39.92357376,10000,500
48137,17395,422.8553,72.44971104,10000,500
48137,17404,465.8638,79.19344384,10000,500
48137,17447,613.4433,102.3339094,10000,500
48137,17466,377.3528,65.31491904,10000,500
48137,17507,337.3526,59.04288768,10000,500
48137,17592,542.3571,91.18759328,10000,500
48137,17620,589.3208,98.55150144,10000,500
48137,17679,445.2732,75.96483776,10000,500
48137,17717,459.5546,78.20416128,10000,500
48137,17784,628.3274,104.6677363,10000,500
48137,17792,719.7868,119.0085702,10000,500
48137,17822,388.3128,67.03344704,10000,500
48137,17829,518.6418,87.46903424,10000,500
48137,17896,451.7767,76.98458656,10000,500
48137,17931,589.3422,98.55485696,10000,500
48137,17934,439.0946,74.99603328,10000,500
48137,17942,525.9272,88.61138496,10000,500
48137,17943,435.8878,74.49320704,10000,500
48137,17945,589.3938,98.56294784,10000,500
48137,17952,324.2477,56.98803936,10000,500
48137,18029,555.5568,93.25730624,10000,500
48137,18042,397.7045,68.5060656,10000,500
48137,18063,453.4724,77.25047232,10000,500
48137,18082,456.9592,77.79720256,10000,500
48137,18127,433.0753,74.05220704,10000,500
48137,18286,509.9872,86.11199296,10000,500
48137,18288,602.1897,100.569345,10000,500
48137,18294,646.4888,107.5154438,10000,500
48137,18303,341.9216,59.75930688,10000,500
48139,17201,220.5651,40.73060768,10000,500
48139,17218,158.1001,30.93609568,10000,500
48139,17359,438.3119,74.87330592,10000,500
48139,17372,339.4971,59.37914528,10000,500
48139,17395,198.5158,37.27327744,10000,500
48139,17404,645.1886,107.3115725,10000,500
48139,17447,419.3248,71.89612864,10000,500
48139,17466,330.9724,58.04247232,10000,500
48139,17507,236.7503,43.26844704,10000,500
48139,17592,52.9957,14.45572576,10000,500
48139,17620,268.0271,48.17264928,10000,500
48139,17679,438.5189,74.90576352,10000,500
48139,17717,153.3529,30.19173472,10000,500
48139,17784,227.7259,41.85342112,10000,500
48139,17792,168.8368,32.61961024,10000,500
48139,17822,180.8133,34.49752544,10000,500
48139,17829,393.1208,67.78734144,10000,500
48139,17896,118.8952,24.78876736,10000,500
48139,17931,165.9527,32.16738336,10000,500
48139,17934,158.5721,31.01010528,10000,500
48139,17942,705.2521,116.7295293,10000,500
48139,17943,507.3613,85.70025184,10000,500
48139,17945,339.5193,59.38262624,10000,500
48139,17952,322.1626,56.66109568,10000,500
48139,18029,478.3793,81.15587424,10000,500
48139,18042,338.2032,59.17626176,10000,500
48139,18063,119.9157,24.94878176,10000,500
48139,18082,461.1049,78.44724832,10000,500
48139,18127,597.053,99.7639104,10000,500
48139,18286,118.2362,24.68543616,10000,500
48139,18288,137.3605,27.6841264,10000,500
48139,18294,95.5388,21.12648384,10000,500
48139,18303,226.5948,41.67606464,10000,500
48141,17201,1176.0489,190.5504675,10000,500
48141,17218,1103.9403,179.243839,10000,500
48141,17359,1152.9989,186.9362275,10000,500
48141,17372,813.3006,133.6715341,10000,500
48141,17395,1043.2062,169.7207322,10000,500
48141,17404,1103.3733,179.1549334,10000,500
48141,17447,1250.9528,202.295399,10000,500
48141,17466,731.5915,120.8595472,10000,500
48141,17507,957.7034,156.3138931,10000,500
48141,17592,1092.3042,177.4192986,10000,500
48141,17620,856.7343,140.4819382,10000,500
48141,17679,1082.7827,175.9263274,10000,500
48141,17717,1046.019,170.1617792,10000,500
48141,17784,895.7409,146.5981731,10000,500
48141,17792,1114.5,180.8996,10000,500
48141,17822,1008.6636,164.3044525,10000,500
48141,17829,1156.1513,187.4305238,10000,500
48141,17896,953.7173,155.6888726,10000,500
48141,17931,1059.1118,172.2147302,10000,500
48141,17934,886.3542,145.1263386,10000,500
48141,17942,1163.4367,188.5728746,10000,500
48141,17943,1073.3973,174.4546966,10000,500
48141,17945,983.055,160.289024,10000,500
48141,17952,770.8653,127.017679,10000,500
48141,18029,1193.0663,193.2187958,10000,500
48141,18042,1035.214,168.4675552,10000,500
48141,18063,999.468,162.8625824,10000,500
48141,18082,1094.4687,177.7586922,10000,500
48141,18127,1070.5848,174.0136966,10000,500
48141,18286,1062.5065,172.7470192,10000,500
48141,18288,1176.669,190.6476992,10000,500
48141,18294,1066.4862,173.3710362,10000,500
48141,18303,962.2725,157.030328,10000,500
48143,17201,334.9178,58.66111104,10000,500
48143,17218,261.4889,47.14745952,10000,500
48143,17359,463.2718,78.78701824,10000,500
48143,17372,200.4504,37.57662272,10000,500
48143,17395,223.4757,41.18698976,10000,500
48143,17404,560.0138,93.95616384,10000,500
48143,17447,510.2461,86.15258848,10000,500
48143,17466,188.5559,35.71156512,10000,500
48143,17507,221.5973,40.89245664,10000,500
48143,17592,241.0479,43.94231072,10000,500
48143,17620,223.6948,41.22134464,10000,500
48143,17679,463.4788,78.81947584,10000,500
48143,17717,190.0574,35.94700032,10000,500
48143,17784,265.9625,47.84892,10000,500
48143,17792,267.4758,48.08620544,10000,500
48143,17822,178.0074,34.05756032,10000,500
48143,17829,441.6202,75.39204736,10000,500
48143,17896,85.0675,19.484584,10000,500
48143,17931,216.6603,40.11833504,10000,500
48143,17934,62.7447,15.98436896,10000,500
48143,17942,620.0773,103.3741206,10000,500
48143,17943,532.3212,89.61396416,10000,500
48143,17945,302.923,53.6443264,10000,500
48143,17952,148.9089,29.49491552,10000,500
48143,18029,503.3392,85.06958656,10000,500
48143,18042,363.1631,63.08997408,10000,500
48143,18063,143.0761,28.58033248,10000,500
48143,18082,486.0648,82.36096064,10000,500
48143,18127,527.2253,88.81492704,10000,500
48143,18286,206.5449,38.53224032,10000,500
48143,18288,325.4126,57.17069568,10000,500
48143,18294,215.2298,39.89403264,10000,500
48143,18303,173.0763,33.28436384,10000,500
